nombre,nombre_corto,rol,dialogo
YURIRIA SIERRA,NA,Moderador,"Muchas gracias candidato Meade. Ahora sí, candidato López Obrador, discúlpeme usted, fue un error."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sí, yo estoy de acuerdo, fíjense lo que son las cosas, en esta postura que es la que ha manifestado en algunas ocasiones el presidente Donald Trump, en esto coincido, que hay que aumentar los salarios en México, ellos están planteando que se incluya en la renegociación del tratado el aumento de los salarios, yo estoy de acuerdo. Aquí en la franja fronteriza vamos a aumentar al doble el salario mínimo y no ganan precisamente dos veces más los trabajadores de Estados Unidos con relación a los trabajadores mexicanos, llegan a ganar hasta 10 veces más, esto es totalmente injusto, no podemos estar hablando de un acuerdo comercial si no hay igualdad en los salarios, si no se busca la igualdad en el salario, entonces yo estoy de acuerdo con este punto."
YURIRIA SIERRA,NA,Moderador,Gracias candidato. Candidato Anaya.
RICARDO ANAYA,Anaya,Candidato,"Con mucho gusto. Estimado Jaime estás mal informado, mis hijos no viven en Estados Unidos.Diego, creo que tu pregunta es fundamental porque no se trata nada más de que haya trabaja, se trata de que el trabajo esté bien pagado para que la gente pueda sostener a su familia y tienes toda la razón, aquí en Baja California un jornalero en San Quintín puede llegar a ganar 200 pesos, del otro lado, en California, ese mismo jornalero gana 2 mil 400 pesos, es decir, 10-12 veces más.Dos propuestas concretas: Primera, aumentar de inmediato al salario mínimo a 100 pesos y en los primeros cuatro años de gobierno duplicarlo; y segunda, que toda la gente en México que gana menos de 10 mil pesos, estamos hablando de 15 millones de personas, no paguen Impuesto Sobre la Renta como pasa por ejemplo en Colombia y esto para efectos prácticos significa, Diego, que tú en lugar de cobrar 12 meses al año estarías cobrando el equivalente a un treceavo mes, un ingreso adicional. Tienes toda la razón, el salario es la clave."
YURIRIA SIERRA,NA,Moderador,Gracias candidato Anaya.Candidato Rodríguez Calderón.
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Bien, Diego, lo que dice Anaya, 100 bolas no la haces, nadie en este país con 100 pesos la libra. Se necesitan 335 pesos, más o menos, para que la gente pueda tener la posibilidad, no debe de existir el salario mínimo, eso es una mafia en el tema de la condición económica de México, muy poquitos ricos y enormes pobres, pero aquí tienen las condiciones de la enorme pobreza porque el asistencialismo mata, la gente es trabajadora, porque la gente, tú te fuiste Estados Unidos, tú trabajaste, te ganaste una lana y luego estás acá y no ganas nada, pero sigues trabajando, pero hay miles de mexicanos que viven de la dádiva, esa lana la vamos a dedicar a potenciar el salario, debe de 335."
YURIRIA SIERRA,NA,Moderador,"Muchas gracias candidato Rodríguez Calderón.Yo quiero aprovechar para hacerle a los cuatro candidatos una pregunta porque además refleja la preocupación de varios de los ciudadanos aquí presentes. Estaban varias de sus preguntas enfocadas al tema de la producción nacional y cómo se iba a proteger la misma, ésta, por supuesto, pone un tema sobre la mesa que no solamente es un tema de diferencias entre ustedes como candidatos, sino es un tema que está en el debate mundial. Las economías abiertas o las economías que protegen su producción, todavía tienen prácticamente un minuto y medio todos ustedes.Adelante candidato Meade."
JOSÉ ANTONIO MEADE,Meade,Candidato,"Déjenme platicarles una historia, hace 30 años, 1988, México vivía grandes periodos de escasez, de repente nos quedamos sin azúcar, nos quedamos sin leche en polvo, nos quedamos sin pasta de dientes, mi papá en esa época trabajaba en Industria y Comercio y se juntaron para ver si una franquicia podía abrir dos restaurantes en vez uno, era una época en donde esa escasez nos afectaba a todos. Hemos cambiado mucho de entonces para acá con comercio y con inversión, en esa época la única autopista era la que nos llevaba a Querétaro y a Cuernavaca, hoy podemos ir de Ensenada a Mérida en autopistas, la inversión y el comercio nos ha ayudado, pero no nos ha ayudado a todos y eso tiene que ver con tu pregunta. Aquí están compitiendo, como en la época de López Portillo, a ver quién por decreto fija los salarios más altos, lo que hay que hacer es llevar más inversión a sur-sureste para que sean más productivos, para que les vaya mejor y para que cerremos esa brecha."
YURIRIA SIERRA,NA,Moderador,Gracias candidato Meade. Candidato López Obrador.
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sí, una réplica para Anaya que es un mentiroso, aquí hay un dato oficial, cuando fui jefe de Gobierno en la Ciudad de México fue cuando más inversión extranjera directa llegó a la Ciudad, en el tiempo que fui jefe de gobierno. 27 mil, 37 mil millones de dólares en el tiempo que fui jefe de gobierno. Nunca en la historia de la ciudad de México había llegado tanta inversión extranjera y a las pruebas me remito, porque tú estás acostumbrado…"
YURIRIA SIERRA,NA,Moderador,"Su micrófono, candidato, por favor."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sí, estás acostumbrado a mentir, acabas de decir que escribiste un libro, ¿sabes cómo se llama tu libro? La mentira de Anaya, ya con esto es otro capítulo también para este libro, mentiroso, farsante."
RICARDO ANAYA,Anaya,Candidato,Muy bien.
YURIRIA SIERRA,NA,Moderador,"Gracias, candidato López Obrador.Candidato Anaya."
RICARDO ANAYA,Anaya,Candidato,"Aquí el farsante es Andrés Manuel López Obrador, él está acostumbrado a que la gente no le responda porque es profundamente autoritario. Yo conozco ese numerito y es completamente tramposo, ese numerito incluye en 2001 la venta de Banamex y en 2004 la venta de Bancomer. Estamos hablando de inversión que genera empleos, ahora resulta que estás muy orgulloso de haberle venddo la banca a Estados Unidos y España y a las pruebas me remito. Si hubiera habido tanta inversión, ¿por qué cuando fuiste jefe de gobierno -y aquí están las cifras las pueden ver- la economía en la Ciudad de México creció la mitad de lo que creció a nivel nacional, y la tasa de desempleo, que es el mejor indicador, si hubiera tanta inversión como tú dices, la tasa de desempleo aumentó 63% cuando tú eras el jefe de gobierno?Y lo que te enseñé ahí es el censo económico del INEGI, es un farsante Andrés Manuel."
YURIRIA SIERRA,NA,Moderador,"Gracias, candidato López Obrador ¿quiere responderle?"
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"La información que tengo es de la Secretaría de en Economía, mañana o pasado se va a saber la verdad. Y aprovecho también para decir acerca del salario, de que es mucho el deterioro, para tener una idea clara en 88, con un salario mínimo alcanzaba para comprar 50 kilos de tortilla, ahora con el salario mínimo alcanza para comprar seis kilos de tortilla, así, así es el deterioro."
YURIRIA SIERRA,NA,Moderador,"Tiempo, candidato, gracias, candidato López Obrador, candidato Anaya."
RICARDO ANAYA,Anaya,Candidato,"A ver, Andrés Manuel, no mientas, responde con claridad, ¿ese numerito que presentaste, incluye sí o no la venta de Bancomer y de Banamex? O no lo sabes porque tus asesores te preparan las tarjetitas y no tienes idea de lo que estamos discutiendo."
YURIRIA SIERRA,NA,Moderador,"Candidato López Obrador, se ha agotado su tiempo perdóneme, en este bloque, ya tendrá oportunidad de contestar más adelante a esta pregunta.Todavía tiene mucho tiempo, candidato Rodríguez Calderón."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,Estoy divertido aquí con el pleito.
YURIRIA SIERRA,NA,Moderador,Les hice una pregunta muy particular.
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,Claro.
YURIRIA SIERRA,NA,Moderador,"Es una discusión que no nada más está en los países en donde hay elecciones, es una discusión que incluso está en la academia. ¿Las economías abiertas o las economías que protegen su producción, candidato?"
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Hay que potenciar el campo mexicano, que está totalmente desprotegido. Nos fuimos al Tratado de Libre Comercio, entregamos esa posibilidad a Estados Unidos, y Estados Unidos subsidia totalmente su producción agropecuaria y nosotros no, nosotros asistenciamos al productor. Hay que proteger el área de potenciar y subsidiar el campo mexicano para potenciarlo y poder competir con las economías del mundo en el tema de los alimentos, ya y hay que liberar el tema de la economía exterior sin entregar lo que normalmente entregamos a las empresas extranjeras, potenciar la economía nacional bajando impuestos, Impuesto Sobre la Renta del 35 al 30, el IVA del 16 al 10, y evidentemente quitar el impuesto a la gasolina, eso va a ayudar a que liberemos la inversión.Protegiendo evidentemente las inversiones en el campo."
YURIRIA SIERRA,NA,Moderador,"Muchas gracias, candidato.Tiene tiempo candidato Meade, candidato Anaya, tiene todavía 33 y 19 segundos, ¿quieren hacer de su tiempo?"
JOSÉ ANTONIO MEADE,Meade,Candidato,"Solamente para insistir, aquí tenemos, no hay atajos, si queremos cerrar la distancia entre el norte y el sur, tenemos que invertir más en el sur, tenemos que llevar gas de Coatzacoalcos a Salina Cruz y de Salina Cruz hasta Tapachula, tenemos que tener mejores carreteras, tenemos que tener mejores puertos, tenemos que hacer nuestra tarea para que ese comercio y esa inversión ayuden. Pero no se hagan muchas bolas, comprar barato para traer a México y vender en Estados Unidos y en otras geografías nos ayuda cerrarnos significa perder empleos, significa regresar a 88, no era un buen momento 88 para regresar."
YURIRIA SIERRA,NA,Moderador,"Muchas gracias, candidato Meade, candidato Anaya."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Bien, todo este auditorio, ya vieron el pleito ; y así va a pasar seis años, ¡abusados, no voten por estos!, si no han decidido su voto, hay que liberar la libertad, tenemos que tener libertad.Pero entre ellos se gastan 12 mil millones de pesos al año, ellos y sus partidos, no saben trabajar, siempre han trabajado en la burocracia, también hay que liberar eso, a los políticos han echado a perder la economía de México, y eso es algo que ustedes tienen que decidir, lo tienen que decidir, decidan lo bien, no nada más es este debate, también vean lo que hay atrás y después del debate, ¡abusados!"
YURIRIA SIERRA,NA,Moderador,"Gracias candidato Rodríguez Calderón, candidato Anaya."
RICARDO ANAYA,Anaya,Candidato,"Una propuesta adicional, para el caso específico de la frontera, bajar el IVA a la mitad como estaba antes de que el PRI lo aumentará y un plan Nacional de infraestructura justamente para hacer más competitivo a todo el país, hoy sólo 10 estados se aprovechan fuertemente de las exportaciones, queremos que todo el país se integré."
YURIRIA SIERRA,NA,Moderador,Muchas gracias candidato Anaya. Vamos a pasar al siguiente segmento León.
LEÓN KRAUZE,NA,Moderador,"El proverbial cambio de tema, vamos a hablar ahora de seguridad fronteriza y combate al crimen trasnacional, un tema absolutamente fundamental y vamos a pedirle a doña Teresa Reynaga que nos haga la pregunta uno; doña Teresa por favor doña Teresa, tiene usted el micrófono, la pregunta uno, sí, por favor.Si quiere usted ponerse de pie, sí no puede quedarse sentada también. Y el micrófono acá."
YURIRIA SIERRA,NA,Moderador,Con su micrófono.
ASISTENTE,NA,Público,"Buenas tardes, mi nombre es Teresa Reynaga, tengo 72 años, tengo 40 años radicando aquí en Tijuana, actualmente tengo 30 años viviendo cerca de la malla y he mirado mucho abuso para nuestros y paisanos de parte de la policía y de parte de los malos pues, de como se dice, los.... ah, los ladrones. Entonces la policía en vez de cuidarlos, también los extorsiona, ¿verdad?, y eso no me lo contaron, yo lo he mirado y lo quiero saber, qué pueden hacer alguno de ustedes con eso. Es todo."
LEÓN KRAUZE,NA,Moderador,"Gracias, gracias señora doña Teresa, candidato López Obrador."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Si, yo sostengo que la violencia no se puede combatir con violencia, creo que la estrategia que ha seguido el gobierno del PRI y del PAN ha sido fallida, no se han resuelto los problemas de inseguridad y de violencia, pienso que no se puede enfrentar el mal con el mal; el mal hay que afrontarlo haciendo el bien y que tiene que haber crecimiento económico, que no ha habido en México, para que haya empleos, para que haya bienestar, para que haya paz y haya tranquilidad y que no haya ladrones, pero no sólo el ladrón callejero, el ladrón que más daña es el de cuello blanco, el político corrupto, esa es la peor plaga que afecta a nuestro país y la vamos a acabar."
LEÓN KRAUZE,NA,Moderador,"Gracias candidato López Obrador, candidato Anaya, doña Teresa quiere saber cuándo va a terminar así es su pregunta; este abuso, ¿qué pueden hacer ustedes con la inseguridad?"
RICARDO ANAYA,Anaya,Candidato,"Doña Teresa, es muy importante su pregunta, porque para que haya seguridad tenemos que combatir la corrupción y necesitamos policías limpias, que verdaderamente estén de lado de la gente.Pero tiene usted razón, entonces los policías están del lado de los malos, son los que extorsionan aunque también hay gente muy buena, vamos a atacar también las causas doña Teresa , promover el deporte, la cultura, que hay oportunidades fundamentalmente para los más jóvenes, una nueva estrategia, y déjeme dejarle una última reflexión, exigirle a Estados Unidos que también haga su parte, ¿y de que se mueren 60 mil personas allá cada año?, de sobredosis de droga, ¿qué hacemos nosotros para evitar que les llegue la droga?, de todo y a un costo altísimo, ¿qué hacen ellos para evitar que lleguen acá las armas con la que se muere la gente?, 200 mil armas entran todos los años de Estados Unidos a México y ellos no están haciendo absolutamente nada.Tenemos que exigir reciprocidad doña Teresa."
LEÓN KRAUZE,NA,Moderador,Gracias candidato.
YURIRIA SIERRA,NA,Moderador,"Candidato Rodríguez Calderón, su turno, doña Teresa quiere saber cuándo va a terminar o cómo pretende usted terminar este abuso que se comete sobre todo en la frontera, estos abusos, son varios."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Hay una canción que usted debe conocer, porque no hace aquí en Tijuana que dice: `con coyote se fue la aduana`, ¿no? y eso es algo que todo mundo sabe.¿De quién depende la aduana? De la Secretaría de Hacienda, ¿y dónde está la corrupción? En los aduanales, hay que cambiarlos a todos, y si es posible mocharles la mano, punto. No hay otra condición. La corrupción se termina poniendo sanciones más contundentes, no sacateándole al bulto . México está ya cansado, agotado, y podemos decir miles de propuestas. Profesionalizar, capacitar, como dicen ellos, ponerle atención. Soy el único aspirante de los cuatro que vive en el norte, tengo familiares en Estados Unidos que han sido extorsionados, todas las veces traen una televisión y se las quitan, entonces hay que terminar con eso contundentemente. Me vendría a vivir a Tijuana, señora, hasta acabar con eso, sería un presidente itinerante."
YURIRIA SIERRA,NA,Moderador,Muchas gracias candidato Rodríguez Calderón.
LEÓN KRAUZE,NA,Moderador,"Candidato Meade, su turno de contestarle a doña Teresa Reynaga."
JOSÉ ANTONIO MEADE,Meade,Candidato,"Doña Teresa, muchas gracias. Déjenme platicarles parte del problema y cómo tenemos que enfrentarlo, parte del problema tiene que ver con armas que llegan a manos de los delincuentes, y parte del problema tiene que ver con la impunidad, y aquí hay una historia en donde podemos escuchar las dos cosas, una historia de armas y una historia de impunidad. Les voy a leer lo que salió de un expediente, de una gente que salió libre porque la policía hizo mal su trabajo: `soy la comandante Nestora Salgado, y sólo le llamó para decirle que a cambio de la libertad de su hija me tiene que entregar la cantidad de cinco mil pesos, así es que ya sabe, cuando tenga esa cantidad me la entrega y entonces yo le entrego a su hija`. Nestora Salgado va a ser senadora plurinominal por Morena, una secuestradora que está libre por una falla en la policía. Esto, Andrés Manuel, queda en tu conciencia."
LEÓN KRAUZE,NA,Moderador,Gracias candidato.
YURIRIA SIERRA,NA,Moderador,"Bueno, pues vamos a la parte de las preguntas con los candidatos, por supuesto doña Tere y todos los aquí presentes platicamos con ellos en la mañana y tienen todos preocupaciones muy similares. Candidato Meade, hablemos de las , en efecto, ya mencionaron varias algunos de sus contendientes: armas, aduanas y asesinatos. Por supuesto también preocupación de varios de los ciudadanos aquí presentes que nos acompañan. Usted fue secretario de Hacienda, seguramente tiene muy claro cuántas de las armas que ingresan o han ingresado de manera ilegal a nuestro país lo han hecho a través de las aduanas, ¿por qué no nos cuenta?"
JOSÉ ANTONIO MEADE,Meade,Candidato,"Sí, cómo no. Si hoy de Tijuana cruzamos a San Diego podemos comprar una AK-47 en más o menos mil dólares, subirlas a nuestro vehículo particular y cruzar por la aduana, no tenemos un protocolo de armas en las aduanas, no tenemos manera hoy de revisar en las aduanas a todos los vehículos que pasan por aquí, son 70 millones de vehículos particulares los que todos los años cruzan por la frontera mexicana. Hemos hecho una investigación profunda para ver qué es lo que tendríamos que hacer para brindar las aduanas."
YURIRIA SIERRA,NA,Moderador,"Pero usted fue dos veces secretario de Hacienda en dos gobiernos distintos, ¿por qué no se hizo entonces?"
JOSÉ ANTONIO MEADE,Meade,Candidato,"Justamente, el primer protocolo de armas se hizo el año pasado, efectivamente nos juntamos todos los lunes con la Procuraduría y con aduanas para ver qué teníamos que hacer para jugar un papel más activo, y nos dimos cuenta que no había este protocolo y que no había esta tecnología, y hoy sí la hay, la tecnología y el protocolo. Nosotros en un año podríamos blindar completa nuestra aduana tecnológicamente para detectar en cada uno de esos vehículos desde una pistola hasta una bala y por esa vía evitar que las armas lleguen, porque son las que están matando a la gente en Veracruz, en Tamaulipas, en Nuevo León, en Guerrero, aquí en Tijuana. Tenemos que hacer que nuestra aduana sea impenetrable, tecnológicamente lo podemos hacer y lo comprometo hacer en mi primer año de gobierno."
YURIRIA SIERRA,NA,Moderador,"Candidato, en efecto, y también lo mencionaba hace unos momentos uno de sus adversarios, el tema de las drogas y los cárteles, el gobierno de Estados Unidos, no nada más el que encabeza hoy el presidente Trump, históricamente ha sido así, siempre le ha exigido a México combatir a los cárteles de las drogas, que las drogas no lleguen a Estados Unidos. ¿Qué estaría un gobierno encabezado por usted, si usted ganara la elección el próximo primero de julio, qué estaría dispuesto a exigir, a exigir, al gobierno de Estados Unidos, para que justamente lo de regreso no sea similar, las armas no ingresen a México?"
JOSÉ ANTONIO MEADE,Meade,Candidato,"Armas y dinero, las dos cosas entran por la frontera, armas que llegan a los delincuentes y dinero que fortalece también a la delincuencia organizada, pero la delincuencia organizada no solamente es narcotráfico, la delincuencia organizada como saben todos aquí en Tijuana es robo, es extorsión, es trata de personas, la delincuencia organizada es tráfico también de armas y eso quiere decir que no podemos reducir la violencia solamente a narcotráfico, tenemos que cuidar la frontera para que no entren las armas, tenemos que cuidar que no llegue el dinero y que podamos evitar que la delincuencia organizada lo aproveche. Pero tenemos también que trabajar para evitar que los cárteles nos lastimen en todos los demás delitos, y eso pasa con un código penal único que tendríamos que lograr."
YURIRIA SIERRA,NA,Moderador,"Gracias candidato Meade.Candidato Rodríguez Calderón. Permítame antes de hacerle la pregunta, voltear a ver a los cuatro, veo a cuatro candidatos hombres, no veo una candidata mujer, ya no está Margarita Zavala, esta pregunta estaba inicialmente pensada para ella, para una mujer, pero ya no está.Entonces se la haré al otro independiente, porque no hay mujeres en este panel.Hablemos de la triple T, candidato, trata, tráfico y trasnacional, son casi medio millón de personas en nuestro país que estiman porque no hay cifras del todo confiables, se estima que han sido víctimas de este terrible delito y qué cree, que el 97% de ellas en México son mujeres y el 27% de ellas en México serían menores de edad.Nuevo León por cierto, es la segunda entidad federativa, el segundo estado víctima de este delito, víctimas de este delito. Candidato, qué hizo usted como gobernador y qué pensaría hacer usted como Presidente para combatir este que ha destrozado no solo la vida de miles de mujeres sino también de todas sus familias."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Mira, lo que hay que hacer es que Nuevo León es el único estado del país que ha hecho operativos encubiertos para resolver el problema de la trata de personas, eso lo hicimos el año 2017 completito, los resultados ahí están, estadísticos, creo que eso hay que hacerlo en el país, no podemos evitar los problemas, tenemos que verlos con esta objetividad y evidentemente trabajar con nuestras policías, con las policías estatales precisamente porque le sacan la vuelta, yo seré un Presidente que le llamaré a los gobernadores y les diré pónganse las pilas, a los alcaldes, pónganse las pilas, tenemos que trabajar con un liderazgo para convencer a las autoridades locales de que este es un tema que se tiene que trabajar de manera conjunta, la Constitución por ejemplo nos obliga a cada uno de nosotros, de todos los niveles a tener una responsabilidad, que tenemos una responsabilidad."
YURIRIA SIERRA,NA,Moderador,No le fue muy bien combatiéndola en Nuevo León candidato.
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Cómo no, terminamos nosotros con todos los antros que se dedican a la trata de personas, creo que podrías ver la estadística, tuvimos un problema en 2016, cierto y lo actuamos en 2017."
YURIRIA SIERRA,NA,Moderador,"Hablando de, porque esto es México y el mundo y hablando de trata también, son muchas mujeres de otras nacionalidades sobre todo del sur del continente, pasan de la frontera para abajo, que han sido también víctimas de este terrible delito, también México tiene que rendirle cuentas a esos países ¿no?"
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Claro, no podemos exigirle a Donald Trump que nos trate bien, si no tratamos bien al resto del continente, tenemos que ser congruentes."
YURIRIA SIERRA,NA,Moderador,"Dígame qué penas estaría usted dispuesto, porque ya sabemos bien que usted sabe bien de castigos, lo vimos en el debate anterior, qué penas estaría dispuesto y por supuesto a legislar para las personas que se dedican, que lucran con el cuerpo de las mujeres, particularmente las niñas, a mí me parece que este es un delito imperdonable, candidato."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Mira, el tema de legislar no es tema del Presidente, el tema de legislar es de los diputados, nosotros enviaremos iniciativas evidentemente aquí, tengo que separar que no debemos de tener un Congreso palero como lo tienen todos los Gobiernos, Congreso palero, Nuevo León es el único que no tiene un Congreso palero, por eso ellos tres quieren que se vote parejo como dice Andrés Manuel, para tener un Congreso a modo, porque no va a poder en cierta medida.Qué tenemos que hacer, enviar una iniciativa contundente y aplicar la ley, no se aplica la ley."
YURIRIA SIERRA,NA,Moderador,¿Qué iniciativa candidato?
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"El fiscal autónomo que necesitamos no lo han podido resolver estos tres, y ellos son los jefes de estos partidos y no lo han podido resolver, lo que yo tengo que hacer es pedirles, ellos lo pueden hacer rapidito."
YURIRIA SIERRA,NA,Moderador,Gracias candidato Rodríguez Calderón.
LEÓN KRAUZE,NA,Moderador,"Candidato López Obrador, en Estados Unidos hay una tremenda epidemia de adicción a los opioides con decenas de miles de muertos, en México está creciendo el cultivo de amapola, la producción de heroína, el tráfico de fentanilo que es una nueva droga enormemente adictiva y rentable. Dígame una medida, de nuevo, concreta, que piense usted tomar para controlar específicamente el crecimiento, la producción y tráfico de opioides en México."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Bueno, una medida concreta es que haya producción en México de alimentos, que se generen empleos en el país, que haya bienestar en el país y que se termine con el principal problema de México: la corrupción. Aquí se está hablando del crimen organizado, de la delincuencia, pero la verdad es que lo que más daña a nuestro país es la mafia del poder."
LEÓN KRAUZE,NA,Moderador,¿La corrupción acaba con el tráfico de opioides en México?
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Si se acaba con la corrupción, el presupuesto se va a utilizar para impulsar actividades productivas, para crear empleos, para atender a los jóvenes que se les ha dado la espalda y para que, de esta manera, el campesino que tiene que sembrar la amapola tenga opciones, tenga alternativas para cambiar. Por eso lo más importante, León, es que haya una transformación, un cambio, hacer a un lado a la mafia del poder, a la banda que más dañan al país."
LEÓN KRAUZE,NA,Moderador,"Usted estuvo en Guerrero hace poco y dijo allá que va a impulsar esto que acaba de decir, la sustitución de cultivo, la pregunta es, de nuevo, ¿cómo?El Gobernador de Guerrero comparó, hace poco, su estado con Afganistán una comparación interesante porque es un país donde el cultivo de amapola es una industria desde hace décadas. Ahí ha sido, candidato, poco menos que imposible conseguir que las comunidades cambien de cultivo y eso con miles, miles de millones de dólares de apoyo estadounidense. Más allá de consideraciones culturales que Afganistán es Afganistán y México es México, ¿por qué funcionaría en México una estrategia que no ha funcionado en otros lugares, tampoco en Colombia por cierto?"
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"No han llevado a cabo esa estrategia en el país, se abandonó el campo, se abandonó a la gente. La mejor manera de enfrentar el problema de la inseguridad y de la violencia, para mí lo más humano, lo más eficaz es combatir la pobreza. Entonces yo creo que ese es el camino y acabar, insisto, con la corrupción, hacer a un lado a la mafia…"
LEÓN KRAUZE,NA,Moderador,"En la sierra de Guerrero, ¿cómo?"
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"En la sierra de Guerrero que no se vean obligados a sembrar amapola, que puedan sembrar maíz y que se les pague bien…"
LEÓN KRAUZE,NA,Moderador,Por sustitución de cultivo.
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Claro y que se les pague bien ¿Sabes por qué siempre también la amapola? Porque no tienen para comer, me han dicho a mí, porque yo conozco todo el país y he estado allá, me han dicho `si me agarran voy a la cárcel y cuando menos tengo comida`. Nosotros tenemos que cambiar ya esta situación y atender a los pobres."
LEÓN KRAUZE,NA,Moderador,"Gracias candidato López Obrador.Candidato Meade me parece, su primera réplica."
JOSÉ ANTONIO MEADE,Meade,Candidato,"Es solamente para señalar algo que comentó Margarita en el debate anterior, que es bien importante. Esta tendencia que tiene Andrés Manuel de señalar a los pobres como responsables de la violencia, no tiene nada que ver con los datos, no tiene nada que ver con la gente que se esfuerza todos los días, no atiende las causas y este planteamiento, además, que hace, de sacar a los criminales de las cárceles para regresarlos a las comunidades a las que le hicieron daño, lisa y llanamente no tiene pies ni cabeza. Sería muy delicado para las familias de México."
LEÓN KRAUZE,NA,Moderador,"Candidato Rodríguez Calderón, primera réplica de dos, como siempre."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Sí Andrés, en la sierra de Guerrero no se siembra maíz, perdón, la sierra de Guerrero tiene unas condiciones extraordinarias, conozco la sierra de Guerrero, he trabajado en esa sierra y creo que no es nada más el tema de pobreza y un poquito no es estar en contra de lo que dijiste, sino un poco de asesorarte en ese sentido, que la parte más importante que tiene Guerrero es precisamente la impunidad de las autoridades."
LEÓN KRAUZE,NA,Moderador,Candidato Anaya.
RICARDO ANAYA,Anaya,Candidato,"Yo coincido en que hay que atender las causas y que lo que necesitamos es que, entre otras cosas, crezca la economía, haya prosperidad, pero propone una cantidad de disparates López Obrador. en dos de sus libros propone el construir, que haya un tren, una vía férrea de Salina Cruz a Coatzacoalcos, en el istmo de Tehuantepec, nada más que esa vía férrea ya existe, Andrés Manuel, o sea, si quieres ser presidente te tienes que actualizar."
LEÓN KRAUZE,NA,Moderador,¿Quiere utilizar su primera réplica?
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Pues existe, existe desde la época de Porfirio Díaz, la hizo Pearson, un contratista inglés, pero se concesionó, está en el abandono. Yo estoy planteando unir a los países de Asia con la costa este de Estados Unidos, ser un corredor para la comercialización de productos y hacer una vía férrea para el traslado de contenedores de carga o un tren de carga."
LEÓN KRAUZE,NA,Moderador,"Gracias. Candidato Anaya, su segunda réplica."
RICARDO ANAYA,Anaya,Candidato,"De veras que es un disparate lo que está diciendo. La vía férrea ya existe, justamente el tren que hay ahí es de carga. Hoy solamente circula cada tres días, es decir, está subutilizado y tú pretendes construir otra vía férrea al lado, en sus dos libros propone el mismo disparate. Por supuesto que se requiere que haya infraestructura pero con un plan. Yo lo que propongo es un plan con 135 acciones, puertos, aeropuertos, carreteras, bien pensado, no las locuras de López Obrador."
LEÓN KRAUZE,NA,Moderador,¿Quiere responder? Segunda réplica.
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sí, sí, claro."
LEÓN KRAUZE,NA,Moderador,Adelante.
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Anaya es un demagogo, canallita, no, estoy diciendo la verdad. Los dos, Anaya y Meade, pertenecen a la mafia del poder, los dos han llevado al país a esta situación de pobreza, de inseguridad y de violencia, les vamos a ganar a los dos en la próxima elección."
LEÓN KRAUZE,NA,Moderador,"Gracias, candidato. Yuriria, adelante."
YURIRIA SIERRA,NA,Moderador,": Candidato Anaya, hace unos momentos mi compañero Krauze le preguntaba al candidato López Obrador sobre la amapola y los opioides, dejemos la amapola, hablemos de la mariguana por lo menos. En Estados Unidos, porque está, este debate es México y el mundo, además se habla de comercio y se habla de seguridad y de temas que tienen que ver con la relación bilateral.En estados unidos nueve estados han ya legalizado la mariguana con fines recreativos, 29 con fines medicinales. Otros más se van a debatir en la elección de noviembre próximo.En Guerrero se siembra mariguana, en Durango, en Sonora y prácticamente ahí donde hay tierra en nuestro país, se siembra mariguana. Usted dice que se va a poner a debate la legalización, ¿no es hacer exactamente lo mismo y proponer exactamente lo mismo que propuso, y que hizo ya, Enfrique Peña Nieto?"
